Brand,Sub Brand AS,Brand Group AS,SPGR,NART,Active NART,Description,Product Type,SPGR Status,NART Status,Barcode (Pieces),Barcode (Shrink),Barcode (Carton),Shelf Life (days),PTT per Pieces,Last Price Update,Pieces per Shrink,Pieces per Carton,Shrink per Carton,Length (Pieces),Width (Pieces),Height (Pieces),Length (Shrink),Width (Shrink),Height (Shrink),Length (Carton),Width (Carton),Height (Carton),Gross Weight per Pieces,Gross Weight per Shrink,Gross Weight per Carton,Volume per Pieces,Volume per Shrink,Volume per Carton,Product Name (TRAX),Product EAN Code (TRAX),HS Code
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 1m,01989-09000-00,01989-09000-07,HP Plester Roll Kain 1989,Regular,Active,Inactive,8999777019891,08999777002671,18999777019898,1080," 3,440 ",4/1/2024,20,1000,50,3.20 cm,3.20 cm,2.10 cm,17.00 cm,6.80 cm,4.30 cm,35.30 cm,35.30 cm,22.90 cm,0.01 Kg,0.16 Kg,8.50 Kg,21.5 Cm³,497.1 Cm³,0.029 M³,"HP ROLL FAB 1,25X100CM 1989",01989,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 1m,01989-00000-00,01989-09000-07,HP Plester Roll Kain 1989,Regular,Active,Inactive,8999777019891,08999777002671,18999777019898,1080," 1,500 ",12/31/2017,20,1000,50,3.20 cm,3.20 cm,2.10 cm,17.00 cm,6.80 cm,4.30 cm,35.30 cm,35.30 cm,22.90 cm,0.01 Kg,0.16 Kg,8.50 Kg,21.5 Cm³,497.1 Cm³,0.029 M³,"HP ROLL FAB 1,25X100CM 1989",01989,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m,48333-00073-03,48333-00073-03,Hansaplast Rol Kain 1.25cm x 4.5m,Regular,Active,Active,8999777016845,8999777016852,8999777016869,1080," 9,220 ",4/1/2024,10,240,24,5.60 cm,5.60 cm,2.10 cm,17.00 cm,6.80 cm,4.00 cm,43.30 cm,37.00 cm,13.90 cm,0.02 Kg,0.26 Kg,6.76 Kg,65.9 Cm³,462.4 Cm³,0.022 M³,"HP ROLL FAB 1,25CM X 4,5M",42362,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m,48333-00073-02,48333-00073-03,Hansaplast Rol Kain 1.25cm x 4.5m,Regular,Active,Inactive,8999777016845,8999777016852,8999777016869,1080," 9,220 ",4/1/2024,10,240,24,5.60 cm,5.60 cm,2.10 cm,17.00 cm,6.80 cm,4.00 cm,43.30 cm,37.00 cm,13.90 cm,0.02 Kg,0.26 Kg,6.76 Kg,65.9 Cm³,462.4 Cm³,0.022 M³,"HP ROLL FAB 1,25CM X 4,5M FWD OPN150",42362,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m,48333-00073-01,48333-00073-03,Hansaplast Rol Kain 1.25cm x 4.5m,Regular,Active,Inactive,8999777016845,8999777016852,8999777016869,1080," 9,220 ",4/1/2024,10,240,24,5.60 cm,5.60 cm,2.10 cm,17.00 cm,6.80 cm,4.00 cm,43.30 cm,37.00 cm,13.90 cm,0.02 Kg,0.26 Kg,6.76 Kg,65.9 Cm³,462.4 Cm³,0.022 M³,"HP ROLL FAB 1,25CM X 4,5M FWD",42362,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m,48333-00073-00,48333-00073-03,Hansaplast Rol Kain 1.25cm x 4.5m,Regular,Active,Inactive,8999777016845,8999777016852,8999777016869,1080," 9,220 ",4/1/2024,10,240,24,5.60 cm,5.60 cm,2.10 cm,17.00 cm,6.80 cm,4.00 cm,43.30 cm,37.00 cm,13.90 cm,0.02 Kg,0.26 Kg,6.76 Kg,65.9 Cm³,462.4 Cm³,0.022 M³,"HP ROLL FAB 1,25CM X 4,5M",42362,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m Hospital,48333-00034-04,48333-00034-02,Hansaplast Rol Kain 1.25cm x4.5m Hospital,Regular,Discontinue,Inactive,8999777007805,8999777007812,8999777007829,1080," 7,764 ",4/1/2024,10,500,50,5.40 cm,5.40 cm,19.70 cm,11.00 cm,9.80 cm,5.50 cm,51.00 cm,23.70 cm,30.40 cm,0.02 Kg,0.22 Kg,10.90 Kg,574.5 Cm³,592.9 Cm³,0.037 M³,"HP ROL KAIN 1,25CM X 4,5M HOSPITAL FWD",40059,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m Hospital,48333-00034-03,48333-00034-02,Hansaplast Rol Kain 1.25cm x4.5m Hospital,Regular,Discontinue,Inactive,8999777007805,8999777007812,8999777007829,1080," 7,764 ",4/1/2024,10,500,50,5.40 cm,5.40 cm,19.70 cm,11.00 cm,9.80 cm,5.50 cm,51.00 cm,23.70 cm,30.40 cm,0.02 Kg,0.22 Kg,10.90 Kg,574.5 Cm³,592.9 Cm³,0.037 M³,"HP ROL KAIN 1,25CM X 4,5M HOSPITAL",40059,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m Hospital,48333-00034-02,48333-00034-02,Hansaplast Rol Kain 1.25cm x4.5m Hospital,Regular,Discontinue,Inactive,8999777007805,8999777007812,8999777007829,1080," 7,764 ",4/1/2024,10,500,50,5.40 cm,5.40 cm,19.70 cm,11.00 cm,9.80 cm,5.50 cm,51.00 cm,23.70 cm,30.40 cm,0.02 Kg,0.22 Kg,10.90 Kg,574.5 Cm³,592.9 Cm³,0.037 M³,"HP ROL KAIN 1,25CM X 4,5M HOSPITAL",40059,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m Hospital,48333-00034-01,48333-00034-02,HP Roll Kain 1.25cm x 4.5m Hospital,Regular,Discontinue,Inactive,8999777007805,8999777007812,8999777007829,1080," 7,764 ",4/1/2024,10,500,50,5.40 cm,5.40 cm,19.70 cm,11.00 cm,9.80 cm,5.50 cm,51.00 cm,23.70 cm,30.40 cm,0.02 Kg,0.22 Kg,10.90 Kg,574.5 Cm³,592.9 Cm³,0.037 M³,"HP ROL KAIN 1,25CM X 4,5M HOSPITAL",40059,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 1.25cm x 4.5m Hospital,48333-00034-00,48333-00034-02,HP Roll Kain 1.25cm x 4.5m Hospital,Regular,Discontinue,Inactive,8999777007805,8999777007812,8999777007829,1080," 7,764 ",4/1/2024,10,500,50,5.40 cm,5.40 cm,19.70 cm,11.00 cm,9.80 cm,5.50 cm,51.00 cm,23.70 cm,30.40 cm,0.02 Kg,0.22 Kg,10.90 Kg,574.5 Cm³,592.9 Cm³,0.037 M³,"HP ROL KAIN 1,25CM X 4,5M HOSPITAL",40059,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 1m,48333-00035-04,48333-00035-03,Hansaplast Rol Kain 2.5cm x 1m,Regular,Discontinue,Inactive,8999777007843,8999777007850,8999777007867,1080," 5,957 ",4/1/2024,20,480,24,3.20 cm,3.20 cm,2.10 cm,16.40 cm,6.60 cm,6.40 cm,35.10 cm,22.10 cm,28.80 cm,0.01 Kg,0.26 Kg,6.43 Kg,21.5 Cm³,692.7 Cm³,0.022 M³,"HP ROL KAIN 2,5CM X 1M",40064,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 1m,48333-00035-03,48333-00035-03,Hansaplast Rol Kain 2.5cm x 1m,Regular,Discontinue,Inactive,8999777007843,8999777007850,8999777007867,1080," 5,957 ",4/1/2024,20,480,24,3.20 cm,3.20 cm,2.10 cm,16.40 cm,6.60 cm,6.40 cm,35.10 cm,22.10 cm,28.80 cm,0.01 Kg,0.26 Kg,6.43 Kg,21.5 Cm³,692.7 Cm³,0.022 M³,"HP ROL KAIN 2,5CM X 1M",40064,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 1m,48333-00035-01,48333-00035-03,HP Roll Kain 2.5cm x 1m,Regular,Discontinue,Inactive,8999777007843,8999777007850,8999777007867,1080," 5,957 ",4/1/2024,20,480,24,3.20 cm,3.20 cm,2.10 cm,16.40 cm,6.60 cm,6.40 cm,35.10 cm,22.10 cm,28.80 cm,0.01 Kg,0.26 Kg,6.43 Kg,21.5 Cm³,692.7 Cm³,0.022 M³,"HP ROL KAIN 2,5CM X 1M",40064,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 1m,48333-00035-00,48333-00035-03,HP Roll Kain 2.5cm x 1m,Regular,Discontinue,Inactive,8999777007843,8999777007850,8999777007867,1080," 5,957 ",4/1/2024,20,480,24,3.20 cm,3.20 cm,2.10 cm,16.40 cm,6.60 cm,6.40 cm,35.10 cm,22.10 cm,28.80 cm,0.01 Kg,0.26 Kg,6.43 Kg,21.5 Cm³,692.7 Cm³,0.022 M³,"HP ROL KAIN 2,5CM X 1M",40064,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m,48333-00036-04,48333-00036-03,Hansaplast Rol Kain 2.5cm x 4.5m,Regular,Discontinue,Inactive,8999777007881,8999777012847,8999777012854,1080," 12,329 ",4/1/2024,10,250,25,5.60 cm,5.60 cm,3.40 cm,17.00 cm,11.50 cm,6.00 cm,60.20 cm,18.50 cm,32.90 cm,0.04 Kg,0.38 Kg,10.00 Kg,106.6 Cm³,"1,173.0 Cm³",0.037 M³,"HP ROL KAIN 2,5CM X 4,5M",40065,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m,48333-00036-03,48333-00036-03,Hansaplast Rol Kain 2.5cm x 4.5m,Regular,Discontinue,Inactive,8999777007881,8999777012847,8999777012854,1080," 12,329 ",4/1/2024,10,250,25,5.60 cm,5.60 cm,3.40 cm,17.00 cm,11.50 cm,6.00 cm,60.20 cm,18.50 cm,32.90 cm,0.04 Kg,0.38 Kg,10.00 Kg,106.6 Cm³,"1,173.0 Cm³",0.037 M³,"HP ROL KAIN 2,5CM X 4,5M",40065,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m,48333-00036-02,48333-00036-03,HP Roll Kain 2.5cm x 4.5m,Regular,Discontinue,Inactive,8999777007881,8999777012847,8999777012854,1080," 12,329 ",4/1/2024,10,250,25,5.60 cm,5.60 cm,3.40 cm,17.00 cm,11.50 cm,6.00 cm,60.20 cm,18.50 cm,32.90 cm,0.04 Kg,0.38 Kg,10.00 Kg,106.6 Cm³,"1,173.0 Cm³",0.037 M³,"HP ROL KAIN 2,5CM X 4,5M",40065,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m,48333-00036-01,48333-00036-03,HP Roll Kain 2.5cm x 4.5m,Regular,Discontinue,Inactive,8999777007881,8999777007898,8999777007904,1080," 12,329 ",4/1/2024,10,250,25,5.60 cm,5.60 cm,3.40 cm,17.00 cm,11.50 cm,6.00 cm,60.20 cm,18.50 cm,32.90 cm,0.04 Kg,0.38 Kg,10.00 Kg,106.6 Cm³,"1,173.0 Cm³",0.037 M³,"HP ROL KAIN 2,5CM X 4,5M",40065,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m,48333-00036-00,48333-00036-03,HP Roll Kain 2.5cm x 4.5m,Regular,Discontinue,Inactive,8999777007881,8999777007898,8999777007904,1080," 12,329 ",4/1/2024,10,250,25,5.60 cm,5.60 cm,3.40 cm,17.00 cm,11.50 cm,6.00 cm,60.20 cm,18.50 cm,32.90 cm,0.04 Kg,0.38 Kg,10.00 Kg,106.6 Cm³,"1,173.0 Cm³",0.037 M³,"HP ROL KAIN 2,5CM X 4,5M",40065,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48330-00223-00,48333-00037-04,Hansaplast Rol Kain 2.5cm x 4.5m Hospital,Regular,Active,Active,8999777016999,8999777017002,8999777017019,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL FWD",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48333-00037-04,48333-00037-04,Hansaplast Rol Kain 2.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777016999,8999777017002,8999777017019,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL FWD",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48333-00037-03,48333-00037-04,Hansaplast Rol Kain 2.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777016999,8999777017002,8999777017019,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48333-00037-02,48333-00037-04,Hansaplast Rol Kain 2.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777007881,8999777012816,8999777012823,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48333-00037-01,48333-00037-04,HP Roll Kain 2.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777007881,8999777007898,8999777007904,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 2.5cm x 4.5m Hospital,48333-00037-00,48333-00037-04,HP Roll Kain 2.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777007928,8999777007935,8999777007942,1080," 18,075 ",4/1/2024,10,250,25,5.40 cm,5.40 cm,3.20 cm,16.00 cm,10.70 cm,5.50 cm,55.70 cm,17.60 cm,30.40 cm,0.03 Kg,0.37 Kg,9.80 Kg,93.3 Cm³,941.6 Cm³,0.030 M³,"HP ROL KAIN 2,5CM X 4,5M HOSPITAL",40061,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m,48333-00038-01,48333-00038-01,Hansaplast Rol Kain 5cm x 4.5m,Regular,Discontinue,Inactive,8999777007966,8999777007973,8999777007980,1080," 25,758 ",4/1/2024,10,200,20,5.60 cm,5.60 cm,5.90 cm,29.50 cm,11.70 cm,6.00 cm,49.90 cm,31.00 cm,33.40 cm,0.07 Kg,0.76 Kg,15.85 Kg,185.0 Cm³,"2,070.9 Cm³",0.052 M³,"HP ROL KAIN 5CM X 4,5M",40066,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m,48333-00038-00,48333-00038-01,HP Roll Kain 5cm x 4.5m,Regular,Discontinue,Inactive,8999777007966,8999777007973,8999777007980,1080," 25,758 ",4/1/2024,10,200,20,5.60 cm,5.60 cm,5.90 cm,29.50 cm,11.70 cm,6.00 cm,49.90 cm,31.00 cm,33.40 cm,0.07 Kg,0.76 Kg,15.85 Kg,185.0 Cm³,"2,070.9 Cm³",0.052 M³,"HP ROL KAIN 5CM X 4,5M",40066,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48330-00224-00,48333-00039-04,Hansaplast Rol Kain 5cm x 4.5m Hospital,Regular,Active,Active,8999777008000,8999777012786,8999777012793,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL FWD",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48333-00039-04,48333-00039-04,Hansaplast Rol Kain 5cm x 4.5m Hospital,Regular,Active,Active,8999777008000,8999777012786,8999777012793,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL FWD",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48333-00039-03,48333-00039-04,Hansaplast Rol Kain 5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008000,8999777012786,8999777012793,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48333-00039-02,48333-00039-04,Hansaplast Rol Kain 5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008000,8999777012786,8999777012793,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48333-00039-01,48333-00039-04,HP Roll Kain 5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008000,8999777008017,8999777008024,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 5cm x 4.5m Hospital,48333-00039-00,48333-00039-04,HP Roll Kain 5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008000,8999777008017,8999777008024,1080," 36,174 ",4/1/2024,10,200,20,5.40 cm,5.40 cm,5.30 cm,26.80 cm,11.00 cm,6.00 cm,45.50 cm,28.80 cm,33.20 cm,0.06 Kg,0.66 Kg,13.85 Kg,154.5 Cm³,"1,768.8 Cm³",0.044 M³,"HP ROL KAIN 5CM X 4,5M HOSPITAL",40062,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m,48333-00040-01,48333-00040-01,Hansaplast Rol Kain 7.5cm x 4.5m,Regular,Discontinue,Inactive,8999777008048,8999777008055,8999777008062,1080," 32,197 ",4/1/2024,10,120,12,5.60 cm,5.60 cm,8.40 cm,29.00 cm,11.50 cm,8.70 cm,48.20 cm,31.00 cm,29.40 cm,0.11 Kg,1.12 Kg,13.73 Kg,263.4 Cm³,"2,901.5 Cm³",0.044 M³,"HP ROL KAIN 7,5CM X 4,5M",40067,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m,48333-00040-00,48333-00040-01,HP Roll Kain 7.5cm x 4.5m,Regular,Discontinue,Inactive,8999777008048,8999777008055,8999777008062,1080," 32,197 ",4/1/2024,10,120,12,5.60 cm,5.60 cm,8.40 cm,29.00 cm,11.50 cm,8.70 cm,48.20 cm,31.00 cm,29.40 cm,0.11 Kg,1.12 Kg,13.73 Kg,263.4 Cm³,"2,901.5 Cm³",0.044 M³,"HP ROL KAIN 7,5CM X 4,5M",40067,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48330-00225-00,48333-00041-04,Hansaplast Rol Kain 7.5cm x 4.5m Hospital,Regular,Active,Active,8999777008086,8999777012724,8999777012731,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL FWD",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48333-00041-04,48333-00041-04,Hansaplast Rol Kain 7.5cm x 4.5m Hospital,Regular,Active,Active,8999777008086,8999777012724,8999777012731,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL FWD",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48333-00041-03,48333-00041-04,Hansaplast Rol Kain 7.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008086,8999777012724,8999777012731,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48333-00041-02,48333-00041-04,Hansaplast Rol Kain 7.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008086,8999777012724,8999777012731,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48333-00041-01,48333-00041-04,HP Roll Kain 7.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008086,8999777008093,8999777008109,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Roll Kain 7.5cm x 4.5m Hospital,48333-00041-00,48333-00041-04,HP Roll Kain 7.5cm x 4.5m Hospital,Regular,Active,Inactive,8999777008086,8999777008093,8999777008109,1080," 49,846 ",4/1/2024,10,120,12,5.40 cm,5.40 cm,8.20 cm,27.00 cm,11.00 cm,8.50 cm,45.90 cm,28.80 cm,28.80 cm,0.09 Kg,0.95 Kg,12.03 Kg,239.1 Cm³,"2,524.5 Cm³",0.038 M³,"HP ROL KAIN 7,5CM X 4,5M HOSPITAL",40063,3005.90.90
Hansaplast,Wound,Fixation,HP Kasa Rol Elastis 4m x 6cm,48657-00002-45,48657-00002-45,Hansaplast Kasa Rol Elastis 4m x 6cm,Regular,Active,Active,8999777015015,,8999777015022,1800," 4,851 ",4/1/2024,0,15,0,3.30 cm,3.30 cm,6.40 cm,0.00 cm,0.00 cm,0.00 cm,18.00 cm,11.00 cm,7.00 cm,0.01 Kg,0.00 Kg,0.18 Kg,69.7 Cm³,,0.001 M³,HP EL_FXN_BDG 4MX6CM 1 PCS ID,48657,3005.90.90
Hansaplast,Wound,Fixation,HP Kasa Rol Elastis 4m x 6cm,48330-00206-02,48657-00002-45,Hansaplast Kasa Rol Elastis 4m x 6cm,Regular,Active,Inactive,8999777015015,,8999777015022,1800," 4,851 ",4/1/2024,0,15,0,3.30 cm,3.30 cm,6.40 cm,0.00 cm,0.00 cm,0.00 cm,18.00 cm,11.00 cm,7.00 cm,0.01 Kg,0.00 Kg,0.18 Kg,69.7 Cm³,,0.001 M³,HP_KASA_ROL_ELASTIS_4M_X,48657,3005.90.90
Hansaplast,Wound,Fixation,HP Kasa Rol Elastis 4m x 6cm,48330-00206-01,48657-00002-45,Hansaplast Kasa Rol Elastis 4m x 6cm,Regular,Active,Inactive,8999777015015,,8999777015022,1800," 4,851 ",4/1/2024,0,15,0,3.30 cm,3.30 cm,6.40 cm,0.00 cm,0.00 cm,0.00 cm,18.00 cm,11.00 cm,7.00 cm,0.01 Kg,0.00 Kg,0.18 Kg,69.7 Cm³,,0.001 M³,HP_KASA_ROL_ELASTIS_4M_X,48657,3005.90.90
Hansaplast,Wound,Fixation,HP Kasa Rol Elastis 4m x 6cm,48330-00206-00,48657-00002-45,Hansaplast Kasa Rol Elastis 4m x 6cm,Regular,Active,Inactive,8999777015015,,8999777015022,1800," 4,851 ",4/1/2024,0,15,0,3.30 cm,3.30 cm,6.40 cm,0.00 cm,0.00 cm,0.00 cm,18.00 cm,11.00 cm,7.00 cm,0.01 Kg,0.00 Kg,0.18 Kg,69.7 Cm³,,0.001 M³,HP_KASA_ROLL_ELASTIS_4MX,48657,3005.90.90
Hansaplast,Wound,Fixation,HP Kasa Rol Elastis 4m x 6cm,48657-00002-40,48657-00002-45,HP Kasa Rol Elastis 4m x 6cm,Regular,Active,Inactive,8999777015015,,8999777015022,1800," 4,851 ",4/1/2024,0,15,0,3.30 cm,3.30 cm,6.40 cm,0.00 cm,0.00 cm,0.00 cm,18.00 cm,11.00 cm,7.00 cm,0.01 Kg,0.00 Kg,0.18 Kg,69.7 Cm³,,0.001 M³,HP EL_FXN_BDG 4MX6CM 1 PCS ID,48657,3005.90.90
Hansaplast,Wound,Fixation,HP Cohesive Rol 4m x 6cm,48330-00201-01,48330-00201-01,Hansaplast Cohesive Rol 4m x 6cm,Regular,Discontinue,Inactive,8999777016029,,8999777016036,1080," 36,278 ",4/1/2024,0,12,0,5.50 cm,5.50 cm,6.80 cm,0.00 cm,0.00 cm,0.00 cm,24.60 cm,18.60 cm,7.30 cm,0.02 Kg,0.00 Kg,0.32 Kg,205.7 Cm³,,0.003 M³,HP_ROLL_COHESIVE_4MX6CM,48779,3005.90.90
