Brand,Sub Brand AS,Brand Group AS,SPGR,NART,Active NART,Description,Product Type,SPGR Status,NART Status,Barcode (Pieces),Barcode (Shrink),Barcode (Carton),Shelf Life (days),PTT per Pieces,Last Price Update,Pieces per Shrink,Pieces per Carton,Shrink per Carton,Length (Pieces),Width (Pieces),Height (Pieces),Length (Shrink),Width (Shrink),Height (Shrink),Length (Carton),Width (Carton),Height (Carton),Gross Weight per Pieces,Gross Weight per Shrink,Gross Weight per Carton,Volume per Pieces,Volume per Shrink,Volume per Carton,Product Name (TRAX),Product EAN Code (TRAX),HS Code
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-06,02637-09000-06,Hansaplast Kain Elastis 100 Lembar Standar 2637,Regular,Active,Active,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-05,02637-09000-06,Hansaplast Kain Elastis 100 Lembar Standar 2637,Regular,Active,Inactive,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-04,02637-09000-06,HP Scare Kain Elastis 100's Std 2637,Regular,Active,Inactive,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-03,02637-09000-06,HP Scare Kain Elastis 100's Std 2637,Regular,Active,Inactive,,,,1080," 25,454 ",4/1/2024,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.08 Kg,9.05 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-02,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 (evolution),Regular,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 25,454 ",4/1/2024,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.08 Kg,9.05 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-01,02637-09000-06,HP Scare Kain Elastis 100's Std 2637,Regular,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.08 Kg,9.05 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,02637-09000-00,02637-09000-06,HP Scare Kain Elastis 100's Std 2637,Regular,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.08 Kg,9.05 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48333-00001-00,02637-09000-06,HP Silvercare Kain Elastis 100's Std 26,Regular,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.08 Kg,9.05 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID 2637,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48333-00060-03,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 Extra 10's,Promo,Active,Active,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.00 Kg,9.19 Kg,494.8 Cm³,,0.058 M³,HP 2637 FAB 100 PLUS 10,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48333-00060-02,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 Extra 10's,Promo,Active,Active,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.00 Kg,9.19 Kg,494.8 Cm³,,0.058 M³,HP 2637 FAB 100 PLUS 10,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00203-00,02637-09000-06,HP Scare Kain Elastis 100's + Kupon Gosok,Promo,Active,Inactive,8999777026370,,8999777017033,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.058 M³,HP_2637_SCRATCH_&_WIN,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48333-00060-00,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 Extra 10's,Promo,Active,Inactive,8999777026370,,8999777011536,1080," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.00 Kg,9.19 Kg,494.8 Cm³,,0.058 M³,HP 2637 FAB 100 PLUS 10,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00002-03,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 Extra 10's (evolution),Promo,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 20,228 ",12/31/2019,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.24 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID EXTRA 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00001-03,02637-09000-06,HP Fab Str Swp 65X19 100 ID Extra 10's,Promo,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.24 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID EXTRA 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00000-47,02637-09000-06,HP Fab Str Swp 65X19 100 ID Extra 10's,Promo,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.24 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID EXTRA 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00000-20,02637-09000-06,HP Fab Str Swp 65X19 100 Id Promo Pen,Promo,Active,Inactive,8999777026370,08999777002411,18999777026377,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.24 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP FAB STR HL 65X19 100 ID EXTRA 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00215-00,02637-09000-06,HP Hanger Duo Kain Elastis 100's Standard 2637 + Kain Elastis 50's Jumbo 2638,VAS,Active,Inactive,8999777026370,,8999777017361,1080," 2,272,727 ",4/1/2024,0,1,0,48.90 cm,29.20 cm,49.90 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,49.90 cm,9.39 Kg,0.00 Kg,9.39 Kg,"71,251.2 Cm³",,0.071 M³,HP_2637_+_10_JUMBO,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00213-00,02637-09000-06,HP Hanger Duo Kain Elastis 100's Standard 2637 + Koyo,VAS,Active,Inactive,8999777026370,,8999777017347,720," 40,541 ",4/1/2024,0,50,0,30.00 cm,25.00 cm,4.50 cm,0.00 cm,0.00 cm,0.00 cm,94.80 cm,61.80 cm,27.60 cm,0.20 Kg,0.00 Kg,11.36 Kg,"3,375.0 Cm³",,0.162 M³,HP_DUO_2637_&_KOYO,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00212-00,02637-09000-06,HP Hanger Duo Kain Elastis 100's Standard 2637 + Kain Elastis 50's Jumbo 2638,VAS,Active,Inactive,8999777026370,,8999777017316,1080," 36,364 ",4/1/2024,0,50,0,26.00 cm,4.70 cm,35.00 cm,0.00 cm,0.00 cm,0.00 cm,83.80 cm,55.80 cm,38.10 cm,0.25 Kg,0.00 Kg,13.60 Kg,"4,277.0 Cm³",,0.178 M³,HP_DUO_2637_&_2638,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00125-00,02637-09000-06,HP Scare Kain Elastis 100's Std 2637 Redemption Koyo,VAS,Active,Inactive,8999777026370,,8999777009410,720," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.08 Kg,0.00 Kg,8.67 Kg,494.8 Cm³,,0.058 M³,HP FAB 100S 2637 REDEMPTION KOYO,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00093-03,02637-09000-06,HP 2637 + HP Koyo Panas Resealable 10's,VAS,Active,Inactive,8999777013257,,8999777013264,720," 25,454 ",4/1/2024,0,100,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.00 Kg,9.52 Kg,494.8 Cm³,,0.058 M³,HP HOTSPEED 2637 + KOYO PANAS 10S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00093-01,02637-09000-06,HP 2637 + HP Koyo Hangat Resealable 10's,VAS,Active,Inactive,8999777026370,08999777002411,18999777026377,720," 25,454 ",4/1/2024,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED II 2637 + KOYO HANGAT 10S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00093-00,02637-09000-06,HP 2637 + HP Koyo Hangat Resealable 10's,VAS,Active,Inactive,,,,1080," 20,228 ",12/31/2019,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED 2637 + KOYO HANGAT 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00009-00,02637-09000-06,HP 2637 + Koyo Panas Package,VAS,Active,Inactive,,,,1080," 49,318 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED 2637 + KOYO HANGAT 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00008-00,02637-09000-06,HP 2637 + Koyo Hangat Package,VAS,Active,Inactive,,,,1080," 49,318 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED 2637 + KOYO HANGAT 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00003-00,02637-09000-06,2637+Koyo,VAS,Active,Inactive,,,,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED 2637 + KOYO HANGAT 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637,48330-00000-64,02637-09000-06,2637+Koyo,VAS,Active,Inactive,,,,1080," 17,500 ",12/31/2017,1,100,100,9.30 cm,3.80 cm,14.00 cm,9.30 cm,3.80 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.09 Kg,0.09 Kg,9.65 Kg,494.8 Cm³,494.8 Cm³,0.058 M³,HP HOTSPEED 2637 + KOYO HANGAT 10'S,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637 Hanger + Antiseptik 20ml,48330-00237-02,48330-00237-02,Hansaplast Hanger Duo Kain Elastis+ Antiseptik Pembersih Luka 20ml,Promo,NPD,Active,8999777026370,,,1095," 57,962 ",4/1/2024,0,10,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,35.00 cm,30.00 cm,54.00 cm,0.00 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.057 M³,HP DUO HANGER 2637 ANTISEPTI,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2637 Hanger + Kain Elastis Fun,48330-00238-02,48330-00238-02,Hansaplast Hanger Trio Kain Elastis + Kain Elastis FUN,Promo,Discontinue,Active,8999777026370,,,1095," 76,361 ",4/1/2024,0,10,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,35.00 cm,30.00 cm,54.00 cm,0.83 Kg,0.00 Kg,9.05 Kg,494.8 Cm³,,0.057 M³,HP TRIO HANGER 2637 JUMBO FU,02637,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-05,02638-09000-05,Hansaplast Kain Elastis 50 Lembar Jumbo 2638 Speed,Regular,Active,Active,8999777015596,,8999777015602,1080," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.76 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X32 JUMBO ID 50PLUS1 OPN150,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-04,02638-09000-05,Hansaplast Kain Elastis 50 Lembar Jumbo 2638 Speed,Regular,Active,Inactive,8999777015596,,8999777015602,1080," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.97 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X32 JUMBO ID 50 PLUS 5,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-03,02638-09000-05,Hansaplast Kain Elastis 50 Lembar Jumbo 2638 Speed,Regular,Active,Inactive,8999777015596,,8999777015602,1080," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.76 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X32 JUMBO ID 50 PLUS 1,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-02,02638-09000-05,Hansaplast Kain Elastis 50 Lembar Jumbo 2638 Speed,Regular,Active,Inactive,8999777015794,,8999777015800,1080," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.76 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X32 JUMBO ID 50 PLUS 1,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-01,02638-09000-05,Hansaplast Kain Elastis 50 Lembar Jumbo 2638 Speed,Regular,Active,Inactive,8999777015596,,8999777015602,1800," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.76 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X30 JUMBO 50 PLUS 5_BMA,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP 2638 Kain Elastis Jumbo 50s,02638-09000-00,02638-09000-05,HP Kain Elastis Jumbo 50's + 5,Regular,Active,Inactive,8999777015596,,8999777015602,1080," 25,454 ",4/1/2024,0,50,0,9.30 cm,3.80 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,21.50 cm,0.07 Kg,0.00 Kg,3.97 Kg,494.8 Cm³,,0.031 M³,HP FAB 65X32 JUMBO ID 50 PLUS 5,02638,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,47754-09000-04,47754-09000-04,Hansaplast Kain Elastis 24 Lembar Jumbo,Regular,Discontinue,Inactive,8999777011970,,8999777011987,1080," 11,040 ",12/31/2022,0,200,0,9.30 cm,1.90 cm,14.00 cm,0.00 cm,0.00 cm,0.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.00 Kg,8.05 Kg,247.4 Cm³,,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,47754-09000-03,47754-09000-04,HP Scare Kain Elastis 24's Jumbo 47754,Regular,Discontinue,Inactive,,,,1080," 11,040 ",12/31/2022,1,200,200,9.30 cm,1.90 cm,14.00 cm,9.30 cm,1.90 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.04 Kg,8.05 Kg,247.4 Cm³,247.4 Cm³,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,47754-09000-02,47754-09000-04,HP Scare Kain Elastis 24's Jumbo 47754 (evolution),Regular,Discontinue,Inactive,8999777026172,08999777002459,18999777026179,1080," 11,040 ",12/31/2022,1,200,200,9.30 cm,1.90 cm,14.00 cm,9.30 cm,1.90 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.04 Kg,8.05 Kg,247.4 Cm³,247.4 Cm³,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,47754-09000-01,47754-09000-04,HP Scare Kain Elastis 24's Jumbo 47754,Regular,Discontinue,Inactive,8999777026172,08999777002459,18999777026179,1080," 11,040 ",12/31/2017,1,200,200,9.30 cm,1.90 cm,14.00 cm,9.30 cm,1.90 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.04 Kg,8.05 Kg,247.4 Cm³,247.4 Cm³,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,47754-09000-00,47754-09000-04,HP Scare Kain Elastis 24's Jumbo 47754,Regular,Discontinue,Inactive,8999777026172,08999777002459,18999777026179,1080," 7,950 ",12/31/2017,1,200,200,9.30 cm,1.90 cm,14.00 cm,9.30 cm,1.90 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.04 Kg,8.05 Kg,247.4 Cm³,247.4 Cm³,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Jumbo 24s,02617-00000-05,47754-09000-04,HP Scare Kain Elastis 24's Jumbo 2617,Regular,Discontinue,Inactive,8999777026172,08999777002459,18999777026179,1080," 7,950 ",12/31/2017,1,200,200,9.30 cm,1.90 cm,14.00 cm,9.30 cm,1.90 cm,14.00 cm,48.90 cm,29.20 cm,40.50 cm,0.04 Kg,0.04 Kg,8.05 Kg,247.4 Cm³,247.4 Cm³,0.058 M³,HP FAB STR HL 65X32 24 ID JUMBO,02617,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,10928-09000-04,10928-09000-04,Hansaplast Kain Elastis 10 Lembar Standard,Regular,Discontinue,Inactive,8999777026134,08999777002473,18999777026131,1080," 2,800 ",4/1/2024,30,180,6,8.00 cm,0.60 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,50.9 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,10928-09000-03,10928-09000-04,HP Scare Kain Elastis 10's 10928,Regular,Discontinue,Inactive,,,,1080," 2,800 ",4/1/2024,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,10928-09000-02,10928-09000-04,HP Scare Kain Elastis 10's 10928 (evolution),Regular,Discontinue,Inactive,8999777026134,08999777002473,18999777026131,1080," 2,800 ",4/1/2024,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,10928-09000-01,10928-09000-04,HP Scare Kain Elastis 10's 10928,Regular,Discontinue,Inactive,8999777026134,08999777002473,18999777026131,1080," 2,545 ",12/31/2017,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,10928-09000-00,10928-09000-04,HP Scare Kain Elastis 10's 10928,Regular,Discontinue,Inactive,8999777026134,08999777002473,18999777026131,1080," 1,850 ",12/31/2017,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis 10s,02613-00000-05,10928-09000-04,HP Scare Kain Elastis 10's Std 2613,Regular,Discontinue,Inactive,8999777026134,08999777002473,18999777026131,1080," 1,850 ",12/31/2017,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.30 Kg,1.97 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL 65X19 10 ID 10928,40091,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis Mix 10s,76109-09000-05,76109-09000-05,Hansaplast Kain Elastis Mix 10 Lembar,Regular,Active,Active,8999777761097,08999777002497,18999777761094,1080," 5,232 ",4/1/2024,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.32 Kg,2.10 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL ASS 10 ID 76109,76109,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis Mix 10s,76109-09000-04,76109-09000-05,Hansaplast Kain Elastis Mix 10 Lembar,Regular,Active,Inactive,8999777761097,08999777002497,18999777761094,1080," 5,232 ",4/1/2024,30,180,6,8.00 cm,0.60 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.32 Kg,2.10 Kg,50.9 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL ASS 10 ID 76109,76109,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis Mix 10s,76109-09000-03,76109-09000-05,HP Scare Kain Elastis 10's Ass 76109,Regular,Active,Inactive,8999777761097,08999777002497,18999777761094,1080," 5,232 ",4/1/2024,30,180,6,8.00 cm,0.60 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.32 Kg,2.10 Kg,50.9 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL ASS 10 ID 76109,76109,3005.90.90
Hansaplast,Wound,Wound Plasters,HP Kain Elastis Mix 10s,76109-09000-02,76109-09000-05,HP Scare Kain Elastis 10's Ass 76109 (evolution),Regular,Active,Inactive,8999777761097,08999777002497,18999777761094,1080," 5,232 ",4/1/2024,30,180,6,8.00 cm,9.30 cm,10.60 cm,16.70 cm,9.30 cm,10.90 cm,30.10 cm,17.90 cm,23.20 cm,0.01 Kg,0.32 Kg,2.10 Kg,788.6 Cm³,"1,692.9 Cm³",0.012 M³,HP FAB STR HL ASS 10 ID 76109,76109,3005.90.90
